investor_id,amfi_code,transaction_date,sip_amount,nav_at_purchase,units_allotted
INV0005,103504,2020-06-07,10000,450.694,22.188
INV0005,103504,2020-07-07,10000,365.4228,27.3656
INV0005,103504,2020-08-06,10000,158.0676,63.2641
INV0005,103504,2020-09-05,10000,363.8804,27.4816
INV0005,103504,2020-10-05,10000,176.0297,56.8086
INV0005,103504,2020-11-04,10000,191.324,52.2674
INV0005,103504,2020-12-04,10000,280.0488,35.7081
INV0005,103504,2021-01-03,10000,336.1521,29.7484
INV0006,120841,2019-05-01,5000,234.494,21.3225
INV0006,120841,2019-05-31,5000,227.8323,21.946
INV0006,120841,2019-06-30,5000,158.7844,31.4892
INV0006,120841,2019-07-30,5000,235.4448,21.2364
INV0006,120841,2019-08-29,5000,160.927,31.07
INV0006,120841,2019-09-28,5000,251.8729,19.8513
INV0006,120841,2019-10-28,5000,178.1102,28.0725
INV0006,120841,2019-11-27,5000,154.1949,32.4265
INV0006,120841,2019-12-27,5000,231.7118,21.5785
INV0006,120841,2020-01-26,5000,244.5757,20.4436
INV0006,120841,2020-02-25,5000,189.5598,26.3769
INV0006,120841,2020-03-26,5000,161.7346,30.9148
INV0006,120841,2020-04-25,5000,199.2871,25.0894
INV0006,120841,2020-05-25,5000,158.3628,31.5731
INV0006,120841,2020-06-24,5000,167.9999,29.7619
INV0006,120841,2020-07-24,5000,158.0752,31.6305
INV0006,120841,2020-08-23,5000,182.2421,27.436
INV0006,120841,2020-09-22,5000,176.6361,28.3068
INV0006,120841,2020-10-22,5000,190.8215,26.2025
INV0006,120841,2020-11-21,5000,200.2334,24.9709
INV0006,120841,2020-12-21,5000,181.3071,27.5775
INV0006,120841,2021-01-20,5000,177.5406,28.1626
INV0006,120841,2021-02-19,5000,235.8345,21.2013
INV0006,120841,2021-03-21,5000,197.8434,25.2725
INV0006,120841,2021-04-20,5000,214.1079,23.3527
INV0006,120841,2021-05-20,5000,172.5423,28.9784
INV0007,100033,2021-02-25,1000,147.5249,6.7785
INV0007,100033,2021-03-27,1000,155.5925,6.427
INV0007,100033,2021-04-26,1000,174.6442,5.7259
INV0007,100033,2021-05-26,1000,155.7239,6.4216
INV0007,100033,2021-06-25,1000,92.7076,10.7866
INV0007,100033,2021-07-25,1000,160.6184,6.2259
INV0007,100033,2021-08-24,1000,115.519,8.6566
INV0007,100033,2021-09-23,1000,112.5172,8.8875
INV0007,100033,2021-10-23,1000,145.5974,6.8683
INV0007,100033,2021-11-22,1000,163.0351,6.1336
INV0007,100033,2021-12-22,1000,123.5792,8.092
INV0007,100033,2022-01-21,1000,94.0056,10.6377
INV0007,100033,2022-02-20,1000,121.9393,8.2008
INV0007,100033,2022-03-22,1000,191.0394,5.2345
INV0007,100033,2022-04-21,1000,162.808,6.1422
INV0007,100033,2022-05-21,1000,183.8399,5.4395
INV0007,100033,2022-06-20,1000,177.9453,5.6197
INV0007,100033,2022-07-20,1000,115.1737,8.6825
INV0007,100033,2022-08-19,1000,171.6205,5.8268
INV0007,100033,2022-09-18,1000,183.2616,5.4567
INV0007,100033,2022-10-18,1000,180.9505,5.5264
INV0007,100033,2022-11-17,1000,123.2536,8.1134
INV0007,100033,2022-12-17,1000,153.3379,6.5215
INV0007,100033,2023-01-16,1000,179.0595,5.5847
INV0007,100033,2023-02-15,1000,128.8576,7.7605
INV0007,100033,2023-03-17,1000,114.3717,8.7434
INV0007,100033,2023-04-16,1000,119.8154,8.3462
INV0007,100033,2023-05-16,1000,160.0812,6.2468
INV0007,100033,2023-06-15,1000,175.9726,5.6827
INV0007,100033,2023-07-15,1000,168.4634,5.936
INV0007,100033,2023-08-14,1000,120.4392,8.3029
INV0007,100033,2023-09-13,1000,122.3891,8.1707
INV0007,100033,2023-10-13,1000,119.4039,8.3749
INV0007,100033,2023-11-12,1000,185.6842,5.3855
INV0007,100033,2023-12-12,1000,92.2503,10.8401
INV0007,100033,2024-01-11,1000,167.8537,5.9576
INV0007,100033,2024-02-10,1000,96.0371,10.4126
INV0007,100033,2024-03-11,1000,125.7198,7.9542
INV0008,118701,2021-01-12,10000,161.6717,61.8537
INV0008,118701,2021-02-11,10000,149.9676,66.6811
INV0008,118701,2021-03-13,10000,366.8439,27.2596
INV0008,118701,2021-04-12,10000,152.3555,65.636
INV0008,118701,2021-05-12,10000,137.2776,72.8451
INV0008,118701,2021-06-11,10000,142.5808,70.1357
INV0008,118701,2021-07-11,10000,130.7684,76.4711
INV0008,118701,2021-08-10,10000,137.1033,72.9377
INV0008,118701,2021-09-09,10000,158.1091,63.2475
INV0008,118701,2021-10-09,10000,141.7298,70.5568
INV0008,118701,2021-11-08,10000,145.4467,68.7537
INV0008,118701,2021-12-08,10000,137.7443,72.5983
INV0008,118701,2022-01-07,10000,148.782,67.2124
INV0008,118701,2022-02-06,10000,304.8217,32.8061
INV0008,118701,2022-03-08,10000,286.8413,34.8625
INV0009,108467,2020-11-02,500,71.5723,6.9859
INV0009,108467,2020-12-02,500,59.8988,8.3474
INV0009,108467,2021-01-01,500,57.0257,8.768
INV0009,108467,2021-01-31,500,60.359,8.2838
INV0009,108467,2021-03-02,500,57.2199,8.7382
INV0009,108467,2021-04-01,500,56.3403,8.8746
INV0009,108467,2021-05-01,500,58.5877,8.5342
INV0009,108467,2021-05-31,500,53.3805,9.3667
INV0009,108467,2021-06-30,500,63.3079,7.8979
INV0009,108467,2021-07-30,500,55.077,9.0782
INV0009,108467,2021-08-29,500,51.7603,9.6599
INV0009,108467,2021-09-28,500,56.1927,8.898
INV0009,108467,2021-10-28,500,64.5641,7.7442
INV0009,108467,2021-11-27,500,53.6629,9.3174
INV0009,108467,2021-12-27,500,60.1722,8.3095
INV0009,108467,2022-01-26,500,53.8988,9.2766
INV0009,108467,2022-02-25,500,56.6053,8.8331
INV0009,108467,2022-03-27,500,56.6022,8.8336
INV0009,108467,2022-04-26,500,60.7631,8.2287
INV0009,108467,2022-05-26,500,57.1771,8.7448
INV0009,108467,2022-06-25,500,56.3483,8.8734
INV0009,108467,2022-07-25,500,56.7351,8.8129
INV0009,108467,2022-08-24,500,62.4031,8.0124
INV0009,108467,2022-09-23,500,53.9865,9.2616
INV0009,108467,2022-10-23,500,69.9522,7.1477
INV0009,108467,2022-11-22,500,52.2125,9.5763
INV0009,108467,2022-12-22,500,66.3144,7.5398
INV0009,108467,2023-01-21,500,60.4474,8.2717
INV0009,108467,2023-02-20,500,58.4435,8.5553
INV0009,108467,2023-03-22,500,56.8282,8.7984
INV0009,108467,2023-04-21,500,63.2953,7.8995
INV0009,108467,2023-05-21,500,51.6577,9.6791
INV0009,108467,2023-06-20,500,53.1578,9.406
INV0009,108467,2023-07-20,500,55.2284,9.0533
INV0009,108467,2023-08-19,500,68.5669,7.2921
INV0009,108467,2023-09-18,500,57.4448,8.704
INV0009,108467,2023-10-18,500,59.5632,8.3944
INV0009,108467,2023-11-17,500,70.9093,7.0513
INV0009,108467,2023-12-17,500,55.8156,8.9581
INV0009,108467,2024-01-16,500,67.037,7.4586
INV0009,108467,2024-02-15,500,55.2972,9.042
INV0009,108467,2024-03-16,500,61.2895,8.158
INV0010,125497,2019-08-02,500,94.629,5.2838
INV0010,125497,2019-09-01,500,89.0164,5.6169
INV0010,125497,2019-10-01,500,99.8492,5.0076
INV0010,125497,2019-10-31,500,92.8487,5.3851
INV0010,125497,2019-11-30,500,95.2616,5.2487
INV0010,125497,2019-12-30,500,95.797,5.2194
INV0010,125497,2020-01-29,500,96.0484,5.2057
INV0010,125497,2020-02-28,500,110.0292,4.5442
INV0010,125497,2020-03-29,500,97.0548,5.1517
INV0010,125497,2020-04-28,500,81.0756,6.1671
INV0010,125497,2020-05-28,500,108.4388,4.6109
INV0010,125497,2020-06-27,500,95.8177,5.2182
INV0010,125497,2020-07-27,500,111.1191,4.4997
INV0010,125497,2020-08-26,500,95.916,5.2129
INV0010,125497,2020-09-25,500,106.6176,4.6897
INV0010,125497,2020-10-25,500,98.3046,5.0862
INV0010,125497,2020-11-24,500,105.8308,4.7245
INV0010,125497,2020-12-24,500,104.2317,4.797
INV0010,125497,2021-01-23,500,93.1813,5.3659
INV0010,125497,2021-02-22,500,109.6075,4.5617
INV0010,125497,2021-03-24,500,109.1623,4.5803
INV0010,125497,2021-04-23,500,103.0216,4.8534
INV0010,125497,2021-05-23,500,90.7373,5.5104
INV0010,125497,2021-06-22,500,101.9406,4.9048
INV0010,125497,2021-07-22,500,102.8911,4.8595
INV0010,125497,2021-08-21,500,104.0991,4.8031
INV0010,125497,2021-09-20,500,106.5827,4.6912
INV0010,125497,2021-10-20,500,99.838,5.0081
INV0010,125497,2021-11-19,500,82.7254,6.0441
INV0010,125497,2021-12-19,500,98.1713,5.0931
INV0010,125497,2022-01-18,500,112.0105,4.4639
INV0010,125497,2022-02-17,500,109.2899,4.575
INV0010,125497,2022-03-19,500,100.8383,4.9584
INV0010,125497,2022-04-18,500,89.202,5.6053
INV0010,125497,2022-05-18,500,93.6709,5.3378
INV0010,125497,2022-06-17,500,110.5682,4.5221
INV0010,125497,2022-07-17,500,99.469,5.0267
INV0010,125497,2022-08-16,500,100.5189,4.9742
INV0010,125497,2022-09-15,500,110.5581,4.5225
INV0010,125497,2022-10-15,500,92.2818,5.4182
INV0010,125497,2022-11-14,500,89.0287,5.6162
INV0010,125497,2022-12-14,500,86.9089,5.7532
INV0010,125497,2023-01-13,500,97.1866,5.1447
INV0010,125497,2023-02-12,500,114.15,4.3802
INV0010,125497,2023-03-14,500,110.4916,4.5252
INV0010,125497,2023-04-13,500,99.216,5.0395
INV0010,125497,2023-05-13,500,94.8213,5.2731
INV0010,125497,2023-06-12,500,94.5651,5.2874
INV0010,125497,2023-07-12,500,93.5976,5.342
INV0010,125497,2023-08-11,500,104.8771,4.7675
INV0010,125497,2023-09-10,500,96.2452,5.1951
INV0010,125497,2023-10-10,500,104.5204,4.7838
INV0010,125497,2023-11-09,500,95.0884,5.2583
INV0010,125497,2023-12-09,500,94.2292,5.3062
INV0010,125497,2024-01-08,500,83.2117,6.0088
INV0010,125497,2024-02-07,500,92.2897,5.4177
INV0011,108005,2019-05-04,1000,653.3858,1.5305
INV0011,108005,2019-06-03,1000,725.56,1.3782
INV0011,108005,2019-07-03,1000,661.2258,1.5123
INV0011,108005,2019-08-02,1000,663.5964,1.5069
INV0011,108005,2019-09-01,1000,262.778,3.8055
INV0011,108005,2019-10-01,1000,648.4413,1.5422
INV0011,108005,2019-10-31,1000,268.0561,3.7306
INV0011,108005,2019-11-30,1000,437.9,2.2836
INV0011,108005,2019-12-30,1000,675.8537,1.4796
INV0011,108005,2020-01-29,1000,618.1905,1.6176
INV0011,108005,2020-02-28,1000,499.8115,2.0008
INV0011,108005,2020-03-29,1000,257.573,3.8824
INV0011,108005,2020-04-28,1000,601.1564,1.6635
INV0011,108005,2020-05-28,1000,556.2108,1.7979
INV0011,108005,2020-06-27,1000,565.4256,1.7686
INV0011,108005,2020-07-27,1000,572.0123,1.7482
INV0011,108005,2020-08-26,1000,549.6095,1.8195
INV0011,108005,2020-09-25,1000,356.8592,2.8022
INV0011,108005,2020-10-25,1000,689.2785,1.4508
INV0011,108005,2020-11-24,1000,584.3961,1.7112
INV0011,108005,2020-12-24,1000,536.8229,1.8628
INV0011,108005,2021-01-23,1000,346.3453,2.8873
INV0011,108005,2021-02-22,1000,672.1531,1.4878
INV0011,108005,2021-03-24,1000,647.9588,1.5433
INV0011,108005,2021-04-23,1000,601.8551,1.6615
INV0011,108005,2021-05-23,1000,456.2276,2.1919
INV0011,108005,2021-06-22,1000,587.8964,1.701
INV0011,108005,2021-07-22,1000,662.117,1.5103
INV0012,101305,2020-03-08,500,47.7705,10.4667
INV0012,101305,2020-04-07,500,49.8614,10.0278
INV0012,101305,2020-05-07,500,60.4278,8.2743
INV0012,101305,2020-06-06,500,55.0041,9.0902
INV0012,101305,2020-07-06,500,39.8072,12.5605
INV0012,101305,2020-08-05,500,51.3834,9.7308
INV0012,101305,2020-09-04,500,41.8539,11.9463
INV0012,101305,2020-10-04,500,52.787,9.472
INV0012,101305,2020-11-03,500,48.6515,10.2772
INV0012,101305,2020-12-03,500,50.3244,9.9355
INV0012,101305,2021-01-02,500,52.1317,9.5911
INV0012,101305,2021-02-01,500,39.7082,12.5919
INV0012,101305,2021-03-03,500,53.4472,9.355
INV0012,101305,2021-04-02,500,55.5766,8.9966
INV0012,101305,2021-05-02,500,57.6086,8.6793
INV0012,101305,2021-06-01,500,53.8365,9.2874
INV0012,101305,2021-07-01,500,58.3468,8.5695
INV0012,101305,2021-07-31,500,47.8162,10.4567
INV0012,101305,2021-08-30,500,54.8868,9.1097
INV0012,101305,2021-09-29,500,55.6665,8.9821
INV0012,101305,2021-10-29,500,58.6879,8.5196
INV0012,101305,2021-11-28,500,44.3716,11.2685
INV0012,101305,2021-12-28,500,55.1874,9.06
INV0012,101305,2022-01-27,500,61.8506,8.084
INV0012,101305,2022-02-26,500,52.8568,9.4595
INV0012,101305,2022-03-28,500,50.1641,9.9673
INV0012,101305,2022-04-27,500,52.9869,9.4363
INV0012,101305,2022-05-27,500,55.8531,8.9521
INV0012,101305,2022-06-26,500,52.6713,9.4928
INV0012,101305,2022-07-26,500,60.654,8.2435
INV0012,101305,2022-08-25,500,53.2761,9.3851
INV0012,101305,2022-09-24,500,51.4323,9.7215
INV0012,101305,2022-10-24,500,44.3504,11.2739
INV0012,101305,2022-11-23,500,54.9099,9.1058
INV0012,101305,2022-12-23,500,32.3174,15.4715
INV0013,116230,2019-08-12,500,50.5901,9.8834
INV0013,116230,2019-09-11,500,52.2108,9.5766
INV0013,116230,2019-10-11,500,97.7033,5.1175
INV0013,116230,2019-11-10,500,71.9679,6.9475
INV0013,116230,2019-12-10,500,53.0392,9.427
INV0013,116230,2020-01-09,500,69.7436,7.1691
INV0013,116230,2020-02-08,500,45.4472,11.0018
INV0013,116230,2020-03-09,500,44.4852,11.2397
INV0013,116230,2020-04-08,500,51.5861,9.6925
INV0013,116230,2020-05-08,500,65.1312,7.6768
INV0013,116230,2020-06-07,500,44.4648,11.2448
INV0013,116230,2020-07-07,500,53.098,9.4166
INV0013,116230,2020-08-06,500,40.8048,12.2535
INV0013,116230,2020-09-05,500,91.0776,5.4898
INV0013,116230,2020-10-05,500,90.8344,5.5045
INV0013,116230,2020-11-04,500,85.4666,5.8502
INV0013,116230,2020-12-04,500,85.1248,5.8737
INV0013,116230,2021-01-03,500,42.4047,11.7911
INV0013,116230,2021-02-02,500,93.5561,5.3444
INV0013,116230,2021-03-04,500,96.8773,5.1612
INV0013,116230,2021-04-03,500,84.481,5.9185
INV0013,116230,2021-05-03,500,44.042,11.3528
INV0013,116230,2021-06-02,500,73.5553,6.7976
INV0013,116230,2021-07-02,500,97.0368,5.1527
INV0013,116230,2021-08-01,500,52.1195,9.5933
INV0013,116230,2021-08-31,500,45.1153,11.0827
INV0013,116230,2021-09-30,500,43.6293,11.4602
INV0013,116230,2021-10-30,500,76.8293,6.5079
INV0013,116230,2021-11-29,500,60.3649,8.283
INV0014,100033,2020-10-26,10000,147.5249,67.7852
INV0014,100033,2020-11-25,10000,155.5925,64.2705
INV0014,100033,2020-12-25,10000,174.6442,57.2593
INV0014,100033,2021-01-24,10000,155.7239,64.2162
INV0014,100033,2021-02-23,10000,92.7076,107.866
INV0014,100033,2021-03-25,10000,160.6184,62.2594
INV0014,100033,2021-04-24,10000,115.519,86.5658
INV0014,100033,2021-05-24,10000,112.5172,88.8753
INV0014,100033,2021-06-23,10000,145.5974,68.6825
INV0014,100033,2021-07-23,10000,163.0351,61.3365
INV0014,100033,2021-08-22,10000,123.5792,80.9198
INV0014,100033,2021-09-21,10000,94.0056,106.3766
INV0014,100033,2021-10-21,10000,121.9393,82.008
INV0014,100033,2021-11-20,10000,191.0394,52.3452
INV0014,100033,2021-12-20,10000,162.808,61.422
INV0014,100033,2022-01-19,10000,183.8399,54.3952
INV0014,100033,2022-02-18,10000,177.9453,56.197
INV0014,100033,2022-03-20,10000,115.1737,86.8254
INV0014,100033,2022-04-19,10000,171.6205,58.2681
INV0015,100033,2020-12-27,5000,147.5249,33.8926
INV0015,100033,2021-01-26,5000,155.5925,32.1352
INV0015,100033,2021-02-25,5000,174.6442,28.6296
INV0015,100033,2021-03-27,5000,155.7239,32.1081
INV0015,100033,2021-04-26,5000,92.7076,53.933
INV0015,100033,2021-05-26,5000,160.6184,31.1297
INV0015,100033,2021-06-25,5000,115.519,43.2829
INV0015,100033,2021-07-25,5000,112.5172,44.4377
INV0015,100033,2021-08-24,5000,145.5974,34.3413
INV0015,100033,2021-09-23,5000,163.0351,30.6682
INV0015,100033,2021-10-23,5000,123.5792,40.4599
INV0015,100033,2021-11-22,5000,94.0056,53.1883
INV0015,100033,2021-12-22,5000,121.9393,41.004
INV0015,100033,2022-01-21,5000,191.0394,26.1726
INV0015,100033,2022-02-20,5000,162.808,30.711
INV0015,100033,2022-03-22,5000,183.8399,27.1976
INV0016,120841,2020-12-18,5000,234.494,21.3225
INV0016,120841,2021-01-17,5000,227.8323,21.946
INV0016,120841,2021-02-16,5000,158.7844,31.4892
INV0016,120841,2021-03-18,5000,235.4448,21.2364
INV0016,120841,2021-04-17,5000,160.927,31.07
INV0016,120841,2021-05-17,5000,251.8729,19.8513
INV0016,120841,2021-06-16,5000,178.1102,28.0725
INV0016,120841,2021-07-16,5000,154.1949,32.4265
INV0016,120841,2021-08-15,5000,231.7118,21.5785
INV0016,120841,2021-09-14,5000,244.5757,20.4436
INV0016,120841,2021-10-14,5000,189.5598,26.3769
INV0016,120841,2021-11-13,5000,161.7346,30.9148
INV0016,120841,2021-12-13,5000,199.2871,25.0894
INV0016,120841,2022-01-12,5000,158.3628,31.5731
INV0016,120841,2022-02-11,5000,167.9999,29.7619
INV0016,120841,2022-03-13,5000,158.0752,31.6305
INV0016,120841,2022-04-12,5000,182.2421,27.436
INV0016,120841,2022-05-12,5000,176.6361,28.3068
INV0016,120841,2022-06-11,5000,190.8215,26.2025
INV0016,120841,2022-07-11,5000,200.2334,24.9709
INV0016,120841,2022-08-10,5000,181.3071,27.5775
INV0017,101539,2020-02-05,5000,51.4668,97.15
INV0017,101539,2020-03-06,5000,45.5666,109.7295
INV0017,101539,2020-04-05,5000,56.5345,88.4416
INV0017,101539,2020-05-05,5000,48.4147,103.2744
INV0017,101539,2020-06-04,5000,63.1745,79.1459
INV0017,101539,2020-07-04,5000,44.7509,111.7296
INV0017,101539,2020-08-03,5000,56.2306,88.9196
INV0017,101539,2020-09-02,5000,57.3875,87.127
INV0017,101539,2020-10-02,5000,46.1335,108.3811
INV0017,101539,2020-11-01,5000,43.9892,113.6643
INV0017,101539,2020-12-01,5000,51.7569,96.6055
INV0017,101539,2020-12-31,5000,64.2023,77.8788
INV0017,101539,2021-01-30,5000,48.5121,103.0671
INV0017,101539,2021-03-01,5000,49.369,101.2781
INV0017,101539,2021-03-31,5000,55.746,89.6925
INV0017,101539,2021-04-30,5000,50.0505,99.8991
INV0017,101539,2021-05-30,5000,64.3105,77.7478
INV0017,101539,2021-06-29,5000,58.0463,86.1381
INV0017,101539,2021-07-29,5000,59.4307,84.1316
INV0017,101539,2021-08-28,5000,63.7313,78.4544
INV0017,101539,2021-09-27,5000,65.563,76.2625
INV0017,101539,2021-10-27,5000,61.5051,81.2941
INV0017,101539,2021-11-26,5000,57.792,86.5172
INV0017,101539,2021-12-26,5000,62.6393,79.8221
INV0017,101539,2022-01-25,5000,56.9824,87.7464
INV0017,101539,2022-02-24,5000,50.9043,98.2235
INV0017,101539,2022-03-26,5000,47.4719,105.3255
INV0017,101539,2022-04-25,5000,57.2623,87.3175
INV0017,101539,2022-05-25,5000,44.1164,113.3365
INV0017,101539,2022-06-24,5000,54.4793,91.778
INV0017,101539,2022-07-24,5000,48.7797,102.5017
INV0017,101539,2022-08-23,5000,51.8245,96.4795
INV0017,101539,2022-09-22,5000,59.9675,83.3785
INV0017,101539,2022-10-22,5000,63.652,78.5521
INV0017,101539,2022-11-21,5000,62.5907,79.8841
INV0017,101539,2022-12-21,5000,66.4749,75.2164
INV0017,101539,2023-01-20,5000,62.6481,79.8109
INV0017,101539,2023-02-19,5000,55.1961,90.5861
INV0017,101539,2023-03-21,5000,63.3992,78.8653
INV0017,101539,2023-04-20,5000,63.5951,78.6224
INV0017,101539,2023-05-20,5000,60.7579,82.2938
INV0017,101539,2023-06-19,5000,58.2489,85.8385
INV0017,101539,2023-07-19,5000,49.1318,101.7671
INV0017,101539,2023-08-18,5000,61.3559,81.4918
INV0017,101539,2023-09-17,5000,46.6164,107.2584
INV0017,101539,2023-10-17,5000,66.123,75.6167
INV0017,101539,2023-11-16,5000,60.5751,82.5422
INV0018,130503,2020-06-17,10000,75.8731,131.799
INV0018,130503,2020-07-17,10000,82.8582,120.6881
INV0018,130503,2020-08-16,10000,107.6322,92.909
