txn_id,investor_id,amfi_code,transaction_date,amount,nav_at_purchase,units_allotted,transaction_type
70,INV0003,110478,2020-06-15,5000,118.8487,42.0703,SIP
71,INV0003,110478,2020-07-15,5000,142.5063,35.0862,SIP
72,INV0003,110478,2020-08-14,5000,134.7637,37.102,SIP
73,INV0003,110478,2020-09-13,5000,134.3669,37.2115,SIP
74,INV0003,110478,2020-10-13,5000,137.8883,36.2612,SIP
75,INV0003,110478,2020-11-12,5000,115.1896,43.4067,SIP
76,INV0003,110478,2020-12-12,5000,127.9587,39.0751,SIP
77,INV0003,110478,2021-01-11,5000,149.2943,33.4909,SIP
78,INV0003,110478,2021-02-10,5000,138.6226,36.0692,SIP
79,INV0003,110478,2021-03-12,5000,109.1155,45.823,SIP
80,INV0003,110478,2021-04-11,5000,146.3012,34.1761,SIP
81,INV0003,110478,2021-05-11,5000,149.941,33.3464,SIP
82,INV0003,110478,2021-06-10,5000,104.0479,48.0548,SIP
83,INV0003,110478,2021-07-10,5000,106.8234,46.8062,SIP
84,INV0003,110478,2021-08-09,5000,114.4892,43.6722,SIP
85,INV0003,110478,2021-09-08,5000,142.2125,35.1587,SIP
86,INV0003,110478,2021-10-08,5000,141.4326,35.3525,SIP
87,INV0003,110478,2021-11-07,5000,142.1411,35.1763,SIP
88,INV0003,110478,2021-12-07,5000,120.017,41.6608,SIP
89,INV0003,110478,2022-01-06,5000,120.7406,41.4111,SIP
90,INV0003,110478,2022-02-05,5000,107.5717,46.4806,SIP
6130,INV0003,101305,2022-06-19,500000,53.2462,9390.3415,Lumpsum
6267,INV0003,118701,2023-02-19,500000,292.0468,1712.0544,Lumpsum
91,INV0004,120503,2019-11-04,5000,255.5818,19.5632,SIP
92,INV0004,120503,2019-12-04,5000,263.7851,18.9548,SIP
93,INV0004,120503,2020-01-03,5000,289.9458,17.2446,SIP
94,INV0004,120503,2020-02-02,5000,210.0636,23.8023,SIP
95,INV0004,120503,2020-03-03,5000,164.3817,30.417,SIP
96,INV0004,120503,2020-04-02,5000,232.7063,21.4863,SIP
97,INV0004,120503,2020-05-02,5000,171.3286,29.1837,SIP
98,INV0004,120503,2020-06-01,5000,205.3521,24.3484,SIP
99,INV0004,120503,2020-07-01,5000,246.9279,20.2488,SIP
100,INV0004,120503,2020-07-31,5000,266.1749,18.7846,SIP
101,INV0004,120503,2020-08-30,5000,208.6292,23.966,SIP
102,INV0004,120503,2020-09-29,5000,168.3861,29.6937,SIP
103,INV0004,120503,2020-10-29,5000,247.0995,20.2348,SIP
104,INV0004,120503,2020-11-28,5000,351.4786,14.2256,SIP
105,INV0004,120503,2020-12-28,5000,333.7572,14.981,SIP
106,INV0004,120503,2021-01-27,5000,337.6492,14.8083,SIP
107,INV0004,120503,2021-02-26,5000,341.7844,14.6291,SIP
6435,INV0004,108467,2021-03-19,500000,60.6004,8250.7706,Lumpsum
108,INV0004,120503,2021-03-28,5000,171.2741,29.193,SIP
109,INV0004,120503,2021-04-27,5000,337.8435,14.7998,SIP
110,INV0004,120503,2021-05-27,5000,361.2556,13.8406,SIP
111,INV0004,120503,2021-06-26,5000,354.7996,14.0925,SIP
112,INV0004,120503,2021-07-26,5000,172.4766,28.9894,SIP
113,INV0004,120503,2021-08-25,5000,250.5387,19.957,SIP
114,INV0004,120503,2021-09-24,5000,339.3141,14.7356,SIP
115,INV0004,120503,2021-10-24,5000,231.0312,21.6421,SIP
116,INV0004,120503,2021-11-23,5000,201.2942,24.8393,SIP
117,INV0004,120503,2021-12-23,5000,253.6607,19.7114,SIP
118,INV0004,120503,2022-01-22,5000,242.422,20.6252,SIP
119,INV0004,120503,2022-02-21,5000,268.3228,18.6343,SIP
120,INV0004,120503,2022-03-23,5000,299.2286,16.7096,SIP
121,INV0004,120503,2022-04-22,5000,249.4346,20.0453,SIP
122,INV0004,120503,2022-05-22,5000,215.8628,23.1629,SIP
6081,INV0004,130503,2023-03-08,10000,62.4452,160.1404,Lumpsum
5948,INV0004,110478,2023-04-06,100000,149.941,666.929,Lumpsum
123,INV0005,103504,2020-04-08,10000,278.2525,35.9386,SIP
124,INV0005,103504,2020-05-08,10000,318.0541,31.4412,SIP
125,INV0005,103504,2020-06-07,10000,450.694,22.188,SIP
126,INV0005,103504,2020-07-07,10000,365.4228,27.3656,SIP
127,INV0005,103504,2020-08-06,10000,158.0676,63.2641,SIP
6418,INV0005,110478,2020-08-28,500000,102.6905,4868.9996,Lumpsum
128,INV0005,103504,2020-09-05,10000,363.8804,27.4816,SIP
129,INV0005,103504,2020-10-05,10000,176.0297,56.8086,SIP
130,INV0005,103504,2020-11-04,10000,191.324,52.2674,SIP
131,INV0005,103504,2020-12-04,10000,280.0488,35.7081,SIP
132,INV0005,103504,2021-01-03,10000,336.1521,29.7484,SIP
6050,INV0005,120503,2023-06-06,250000,174.7833,1430.3426,Lumpsum
133,INV0006,120841,2019-05-01,5000,234.494,21.3225,SIP
134,INV0006,120841,2019-05-31,5000,227.8323,21.946,SIP
135,INV0006,120841,2019-06-30,5000,158.7844,31.4892,SIP
136,INV0006,120841,2019-07-30,5000,235.4448,21.2364,SIP
137,INV0006,120841,2019-08-29,5000,160.927,31.07,SIP
138,INV0006,120841,2019-09-28,5000,251.8729,19.8513,SIP
139,INV0006,120841,2019-10-28,5000,178.1102,28.0725,SIP
140,INV0006,120841,2019-11-27,5000,154.1949,32.4265,SIP
141,INV0006,120841,2019-12-27,5000,231.7118,21.5785,SIP
142,INV0006,120841,2020-01-26,5000,244.5757,20.4436,SIP
143,INV0006,120841,2020-02-25,5000,189.5598,26.3769,SIP
144,INV0006,120841,2020-03-26,5000,161.7346,30.9148,SIP
145,INV0006,120841,2020-04-25,5000,199.2871,25.0894,SIP
6150,INV0006,110478,2020-05-13,25000,119.6783,208.8933,Lumpsum
146,INV0006,120841,2020-05-25,5000,158.3628,31.5731,SIP
147,INV0006,120841,2020-06-24,5000,167.9999,29.7619,SIP
148,INV0006,120841,2020-07-24,5000,158.0752,31.6305,SIP
149,INV0006,120841,2020-08-23,5000,182.2421,27.436,SIP
150,INV0006,120841,2020-09-22,5000,176.6361,28.3068,SIP
151,INV0006,120841,2020-10-22,5000,190.8215,26.2025,SIP
152,INV0006,120841,2020-11-21,5000,200.2334,24.9709,SIP
153,INV0006,120841,2020-12-21,5000,181.3071,27.5775,SIP
154,INV0006,120841,2021-01-20,5000,177.5406,28.1626,SIP
155,INV0006,120841,2021-02-19,5000,235.8345,21.2013,SIP
156,INV0006,120841,2021-03-21,5000,197.8434,25.2725,SIP
157,INV0006,120841,2021-04-20,5000,214.1079,23.3527,SIP
158,INV0006,120841,2021-05-20,5000,172.5423,28.9784,SIP
5965,INV0006,107494,2022-06-24,250000,251.263,994.9734,Lumpsum
159,INV0007,100033,2021-02-25,1000,147.5249,6.7785,SIP
160,INV0007,100033,2021-03-27,1000,155.5925,6.427,SIP
161,INV0007,100033,2021-04-26,1000,174.6442,5.7259,SIP
162,INV0007,100033,2021-05-26,1000,155.7239,6.4216,SIP
163,INV0007,100033,2021-06-25,1000,92.7076,10.7866,SIP
164,INV0007,100033,2021-07-25,1000,160.6184,6.2259,SIP
165,INV0007,100033,2021-08-24,1000,115.519,8.6566,SIP
166,INV0007,100033,2021-09-23,1000,112.5172,8.8875,SIP
167,INV0007,100033,2021-10-23,1000,145.5974,6.8683,SIP
168,INV0007,100033,2021-11-22,1000,163.0351,6.1336,SIP
169,INV0007,100033,2021-12-22,1000,123.5792,8.092,SIP
170,INV0007,100033,2022-01-21,1000,94.0056,10.6377,SIP
171,INV0007,100033,2022-02-20,1000,121.9393,8.2008,SIP
172,INV0007,100033,2022-03-22,1000,191.0394,5.2345,SIP
173,INV0007,100033,2022-04-21,1000,162.808,6.1422,SIP
174,INV0007,100033,2022-05-21,1000,183.8399,5.4395,SIP
175,INV0007,100033,2022-06-20,1000,177.9453,5.6197,SIP
176,INV0007,100033,2022-07-20,1000,115.1737,8.6825,SIP
177,INV0007,100033,2022-08-19,1000,171.6205,5.8268,SIP
178,INV0007,100033,2022-09-18,1000,183.2616,5.4567,SIP
179,INV0007,100033,2022-10-18,1000,180.9505,5.5264,SIP
180,INV0007,100033,2022-11-17,1000,123.2536,8.1134,SIP
181,INV0007,100033,2022-12-17,1000,153.3379,6.5215,SIP
182,INV0007,100033,2023-01-16,1000,179.0595,5.5847,SIP
183,INV0007,100033,2023-02-15,1000,128.8576,7.7605,SIP
184,INV0007,100033,2023-03-17,1000,114.3717,8.7434,SIP
185,INV0007,100033,2023-04-16,1000,119.8154,8.3462,SIP
186,INV0007,100033,2023-05-16,1000,160.0812,6.2468,SIP
187,INV0007,100033,2023-06-15,1000,175.9726,5.6827,SIP
188,INV0007,100033,2023-07-15,1000,168.4634,5.936,SIP
189,INV0007,100033,2023-08-14,1000,120.4392,8.3029,SIP
190,INV0007,100033,2023-09-13,1000,122.3891,8.1707,SIP
191,INV0007,100033,2023-10-13,1000,119.4039,8.3749,SIP
192,INV0007,100033,2023-11-12,1000,185.6842,5.3855,SIP
193,INV0007,100033,2023-12-12,1000,92.2503,10.8401,SIP
194,INV0007,100033,2024-01-11,1000,167.8537,5.9576,SIP
195,INV0007,100033,2024-02-10,1000,96.0371,10.4126,SIP
196,INV0007,100033,2024-03-11,1000,125.7198,7.9542,SIP
197,INV0008,118701,2021-01-12,10000,161.6717,61.8537,SIP
198,INV0008,118701,2021-02-11,10000,149.9676,66.6811,SIP
199,INV0008,118701,2021-03-13,10000,366.8439,27.2596,SIP
200,INV0008,118701,2021-04-12,10000,152.3555,65.636,SIP
201,INV0008,118701,2021-05-12,10000,137.2776,72.8451,SIP
202,INV0008,118701,2021-06-11,10000,142.5808,70.1357,SIP
203,INV0008,118701,2021-07-11,10000,130.7684,76.4711,SIP
204,INV0008,118701,2021-08-10,10000,137.1033,72.9377,SIP
205,INV0008,118701,2021-09-09,10000,158.1091,63.2475,SIP
206,INV0008,118701,2021-10-09,10000,141.7298,70.5568,SIP
207,INV0008,118701,2021-11-08,10000,145.4467,68.7537,SIP
208,INV0008,118701,2021-12-08,10000,137.7443,72.5983,SIP
209,INV0008,118701,2022-01-07,10000,148.782,67.2124,SIP
210,INV0008,118701,2022-02-06,10000,304.8217,32.8061,SIP
211,INV0008,118701,2022-03-08,10000,286.8413,34.8625,SIP
6269,INV0009,103504,2019-08-03,250000,143.2511,1745.1873,Lumpsum
6066,INV0009,119551,2019-10-12,50000,91.9029,544.0525,Lumpsum
212,INV0009,108467,2020-11-02,500,71.5723,6.9859,SIP
213,INV0009,108467,2020-12-02,500,59.8988,8.3474,SIP
214,INV0009,108467,2021-01-01,500,57.0257,8.768,SIP
215,INV0009,108467,2021-01-31,500,60.359,8.2838,SIP
216,INV0009,108467,2021-03-02,500,57.2199,8.7382,SIP
217,INV0009,108467,2021-04-01,500,56.3403,8.8746,SIP
218,INV0009,108467,2021-05-01,500,58.5877,8.5342,SIP
219,INV0009,108467,2021-05-31,500,53.3805,9.3667,SIP
220,INV0009,108467,2021-06-30,500,63.3079,7.8979,SIP
221,INV0009,108467,2021-07-30,500,55.077,9.0782,SIP
222,INV0009,108467,2021-08-29,500,51.7603,9.6599,SIP
223,INV0009,108467,2021-09-28,500,56.1927,8.898,SIP
224,INV0009,108467,2021-10-28,500,64.5641,7.7442,SIP
225,INV0009,108467,2021-11-27,500,53.6629,9.3174,SIP
226,INV0009,108467,2021-12-27,500,60.1722,8.3095,SIP
227,INV0009,108467,2022-01-26,500,53.8988,9.2766,SIP
228,INV0009,108467,2022-02-25,500,56.6053,8.8331,SIP
229,INV0009,108467,2022-03-27,500,56.6022,8.8336,SIP
230,INV0009,108467,2022-04-26,500,60.7631,8.2287,SIP
231,INV0009,108467,2022-05-26,500,57.1771,8.7448,SIP
232,INV0009,108467,2022-06-25,500,56.3483,8.8734,SIP
233,INV0009,108467,2022-07-25,500,56.7351,8.8129,SIP
234,INV0009,108467,2022-08-24,500,62.4031,8.0124,SIP
235,INV0009,108467,2022-09-23,500,53.9865,9.2616,SIP
236,INV0009,108467,2022-10-23,500,69.9522,7.1477,SIP
237,INV0009,108467,2022-11-22,500,52.2125,9.5763,SIP
238,INV0009,108467,2022-12-22,500,66.3144,7.5398,SIP
239,INV0009,108467,2023-01-21,500,60.4474,8.2717,SIP
240,INV0009,108467,2023-02-20,500,58.4435,8.5553,SIP
241,INV0009,108467,2023-03-22,500,56.8282,8.7984,SIP
242,INV0009,108467,2023-04-21,500,63.2953,7.8995,SIP
243,INV0009,108467,2023-05-21,500,51.6577,9.6791,SIP
244,INV0009,108467,2023-06-20,500,53.1578,9.406,SIP
245,INV0009,108467,2023-07-20,500,55.2284,9.0533,SIP
246,INV0009,108467,2023-08-19,500,68.5669,7.2921,SIP
247,INV0009,108467,2023-09-18,500,57.4448,8.704,SIP
248,INV0009,108467,2023-10-18,500,59.5632,8.3944,SIP
249,INV0009,108467,2023-11-17,500,70.9093,7.0513,SIP
250,INV0009,108467,2023-12-17,500,55.8156,8.9581,SIP
251,INV0009,108467,2024-01-16,500,67.037,7.4586,SIP
252,INV0009,108467,2024-02-15,500,55.2972,9.042,SIP
253,INV0009,108467,2024-03-16,500,61.2895,8.158,SIP
254,INV0010,125497,2019-08-02,500,94.629,5.2838,SIP
255,INV0010,125497,2019-09-01,500,89.0164,5.6169,SIP
256,INV0010,125497,2019-10-01,500,99.8492,5.0076,SIP
257,INV0010,125497,2019-10-31,500,92.8487,5.3851,SIP
258,INV0010,125497,2019-11-30,500,95.2616,5.2487,SIP
259,INV0010,125497,2019-12-30,500,95.797,5.2194,SIP
260,INV0010,125497,2020-01-29,500,96.0484,5.2057,SIP
261,INV0010,125497,2020-02-28,500,110.0292,4.5442,SIP
262,INV0010,125497,2020-03-29,500,97.0548,5.1517,SIP
263,INV0010,125497,2020-04-28,500,81.0756,6.1671,SIP
264,INV0010,125497,2020-05-28,500,108.4388,4.6109,SIP
265,INV0010,125497,2020-06-27,500,95.8177,5.2182,SIP
266,INV0010,125497,2020-07-27,500,111.1191,4.4997,SIP
267,INV0010,125497,2020-08-26,500,95.916,5.2129,SIP
268,INV0010,125497,2020-09-25,500,106.6176,4.6897,SIP
269,INV0010,125497,2020-10-25,500,98.3046,5.0862,SIP
270,INV0010,125497,2020-11-24,500,105.8308,4.7245,SIP
271,INV0010,125497,2020-12-24,500,104.2317,4.797,SIP
272,INV0010,125497,2021-01-23,500,93.1813,5.3659,SIP
273,INV0010,125497,2021-02-22,500,109.6075,4.5617,SIP
274,INV0010,125497,2021-03-24,500,109.1623,4.5803,SIP
6439,INV0010,107494,2021-03-25,100000,152.6623,655.0406,Lumpsum
275,INV0010,125497,2021-04-23,500,103.0216,4.8534,SIP
276,INV0010,125497,2021-05-23,500,90.7373,5.5104,SIP
277,INV0010,125497,2021-06-22,500,101.9406,4.9048,SIP
278,INV0010,125497,2021-07-22,500,102.8911,4.8595,SIP
279,INV0010,125497,2021-08-21,500,104.0991,4.8031,SIP
280,INV0010,125497,2021-09-20,500,106.5827,4.6912,SIP
6456,INV0010,107494,2021-10-08,-100000,152.6623,-655.0406,Redemption
281,INV0010,125497,2021-10-20,500,99.838,5.0081,SIP
282,INV0010,125497,2021-11-19,500,82.7254,6.0441,SIP
283,INV0010,125497,2021-12-19,500,98.1713,5.0931,SIP
284,INV0010,125497,2022-01-18,500,112.0105,4.4639,SIP
285,INV0010,125497,2022-02-17,500,109.2899,4.575,SIP
286,INV0010,125497,2022-03-19,500,100.8383,4.9584,SIP
287,INV0010,125497,2022-04-18,500,89.202,5.6053,SIP
288,INV0010,125497,2022-05-18,500,93.6709,5.3378,SIP
6070,INV0010,108005,2022-05-20,500000,226.6243,2206.2947,Lumpsum
289,INV0010,125497,2022-06-17,500,110.5682,4.5221,SIP
290,INV0010,125497,2022-07-17,500,99.469,5.0267,SIP
291,INV0010,125497,2022-08-16,500,100.5189,4.9742,SIP
292,INV0010,125497,2022-09-15,500,110.5581,4.5225,SIP
293,INV0010,125497,2022-10-15,500,92.2818,5.4182,SIP
294,INV0010,125497,2022-11-14,500,89.0287,5.6162,SIP
295,INV0010,125497,2022-12-14,500,86.9089,5.7532,SIP
296,INV0010,125497,2023-01-13,500,97.1866,5.1447,SIP
297,INV0010,125497,2023-02-12,500,114.15,4.3802,SIP
298,INV0010,125497,2023-03-14,500,110.4916,4.5252,SIP
299,INV0010,125497,2023-04-13,500,99.216,5.0395,SIP
300,INV0010,125497,2023-05-13,500,94.8213,5.2731,SIP
301,INV0010,125497,2023-06-12,500,94.5651,5.2874,SIP
302,INV0010,125497,2023-07-12,500,93.5976,5.342,SIP
303,INV0010,125497,2023-08-11,500,104.8771,4.7675,SIP
304,INV0010,125497,2023-09-10,500,96.2452,5.1951,SIP
305,INV0010,125497,2023-10-10,500,104.5204,4.7838,SIP
306,INV0010,125497,2023-11-09,500,95.0884,5.2583,SIP
307,INV0010,125497,2023-12-09,500,94.2292,5.3062,SIP
308,INV0010,125497,2024-01-08,500,83.2117,6.0088,SIP
309,INV0010,125497,2024-02-07,500,92.2897,5.4177,SIP
6191,INV0011,101305,2019-04-11,250000,56.2377,4445.4165,Lumpsum
310,INV0011,108005,2019-05-04,1000,653.3858,1.5305,SIP
311,INV0011,108005,2019-06-03,1000,725.56,1.3782,SIP
312,INV0011,108005,2019-07-03,1000,661.2258,1.5123,SIP
313,INV0011,108005,2019-08-02,1000,663.5964,1.5069,SIP
314,INV0011,108005,2019-09-01,1000,262.778,3.8055,SIP
315,INV0011,108005,2019-10-01,1000,648.4413,1.5422,SIP
316,INV0011,108005,2019-10-31,1000,268.0561,3.7306,SIP
317,INV0011,108005,2019-11-30,1000,437.9,2.2836,SIP
318,INV0011,108005,2019-12-30,1000,675.8537,1.4796,SIP
319,INV0011,108005,2020-01-29,1000,618.1905,1.6176,SIP
6448,INV0011,101305,2020-02-14,-250000,56.2377,-4445.4165,Redemption
320,INV0011,108005,2020-02-28,1000,499.8115,2.0008,SIP
321,INV0011,108005,2020-03-29,1000,257.573,3.8824,SIP
322,INV0011,108005,2020-04-28,1000,601.1564,1.6635,SIP
323,INV0011,108005,2020-05-28,1000,556.2108,1.7979,SIP
324,INV0011,108005,2020-06-27,1000,565.4256,1.7686,SIP
325,INV0011,108005,2020-07-27,1000,572.0123,1.7482,SIP
326,INV0011,108005,2020-08-26,1000,549.6095,1.8195,SIP
327,INV0011,108005,2020-09-25,1000,356.8592,2.8022,SIP
328,INV0011,108005,2020-10-25,1000,689.2785,1.4508,SIP
329,INV0011,108005,2020-11-24,1000,584.3961,1.7112,SIP
330,INV0011,108005,2020-12-24,1000,536.8229,1.8628,SIP
331,INV0011,108005,2021-01-23,1000,346.3453,2.8873,SIP
332,INV0011,108005,2021-02-22,1000,672.1531,1.4878,SIP
333,INV0011,108005,2021-03-24,1000,647.9588,1.5433,SIP
334,INV0011,108005,2021-04-23,1000,601.8551,1.6615,SIP
335,INV0011,108005,2021-05-23,1000,456.2276,2.1919,SIP
6340,INV0011,112090,2021-06-14,50000,158.2378,315.9801,Lumpsum
336,INV0011,108005,2021-06-22,1000,587.8964,1.701,SIP
337,INV0011,108005,2021-07-22,1000,662.117,1.5103,SIP
338,INV0012,101305,2020-03-08,500,47.7705,10.4667,SIP
339,INV0012,101305,2020-04-07,500,49.8614,10.0278,SIP
340,INV0012,101305,2020-05-07,500,60.4278,8.2743,SIP
341,INV0012,101305,2020-06-06,500,55.0041,9.0902,SIP
342,INV0012,101305,2020-07-06,500,39.8072,12.5605,SIP
343,INV0012,101305,2020-08-05,500,51.3834,9.7308,SIP
344,INV0012,101305,2020-09-04,500,41.8539,11.9463,SIP
345,INV0012,101305,2020-10-04,500,52.787,9.472,SIP
346,INV0012,101305,2020-11-03,500,48.6515,10.2772,SIP
347,INV0012,101305,2020-12-03,500,50.3244,9.9355,SIP
348,INV0012,101305,2021-01-02,500,52.1317,9.5911,SIP
349,INV0012,101305,2021-02-01,500,39.7082,12.5919,SIP
350,INV0012,101305,2021-03-03,500,53.4472,9.355,SIP
351,INV0012,101305,2021-04-02,500,55.5766,8.9966,SIP
352,INV0012,101305,2021-05-02,500,57.6086,8.6793,SIP
353,INV0012,101305,2021-06-01,500,53.8365,9.2874,SIP
354,INV0012,101305,2021-07-01,500,58.3468,8.5695,SIP
355,INV0012,101305,2021-07-31,500,47.8162,10.4567,SIP
356,INV0012,101305,2021-08-30,500,54.8868,9.1097,SIP
357,INV0012,101305,2021-09-29,500,55.6665,8.9821,SIP
358,INV0012,101305,2021-10-29,500,58.6879,8.5196,SIP
359,INV0012,101305,2021-11-28,500,44.3716,11.2685,SIP
360,INV0012,101305,2021-12-28,500,55.1874,9.06,SIP
361,INV0012,101305,2022-01-27,500,61.8506,8.084,SIP
362,INV0012,101305,2022-02-26,500,52.8568,9.4595,SIP
363,INV0012,101305,2022-03-28,500,50.1641,9.9673,SIP
364,INV0012,101305,2022-04-27,500,52.9869,9.4363,SIP
365,INV0012,101305,2022-05-27,500,55.8531,8.9521,SIP
366,INV0012,101305,2022-06-26,500,52.6713,9.4928,SIP
367,INV0012,101305,2022-07-26,500,60.654,8.2435,SIP
6087,INV0012,119551,2022-07-26,500000,125.6035,3980.7808,Lumpsum
368,INV0012,101305,2022-08-25,500,53.2761,9.3851,SIP
369,INV0012,101305,2022-09-24,500,51.4323,9.7215,SIP
370,INV0012,101305,2022-10-24,500,44.3504,11.2739,SIP
371,INV0012,101305,2022-11-23,500,54.9099,9.1058,SIP
372,INV0012,101305,2022-12-23,500,32.3174,15.4715,SIP
373,INV0013,116230,2019-08-12,500,50.5901,9.8834,SIP
374,INV0013,116230,2019-09-11,500,52.2108,9.5766,SIP
375,INV0013,116230,2019-10-11,500,97.7033,5.1175,SIP
376,INV0013,116230,2019-11-10,500,71.9679,6.9475,SIP
377,INV0013,116230,2019-12-10,500,53.0392,9.427,SIP
378,INV0013,116230,2020-01-09,500,69.7436,7.1691,SIP
379,INV0013,116230,2020-02-08,500,45.4472,11.0018,SIP
380,INV0013,116230,2020-03-09,500,44.4852,11.2397,SIP
381,INV0013,116230,2020-04-08,500,51.5861,9.6925,SIP
382,INV0013,116230,2020-05-08,500,65.1312,7.6768,SIP
383,INV0013,116230,2020-06-07,500,44.4648,11.2448,SIP
384,INV0013,116230,2020-07-07,500,53.098,9.4166,SIP
385,INV0013,116230,2020-08-06,500,40.8048,12.2535,SIP
386,INV0013,116230,2020-09-05,500,91.0776,5.4898,SIP
387,INV0013,116230,2020-10-05,500,90.8344,5.5045,SIP
6407,INV0013,125497,2020-10-28,250000,102.4646,2439.867,Lumpsum
388,INV0013,116230,2020-11-04,500,85.4666,5.8502,SIP
389,INV0013,116230,2020-12-04,500,85.1248,5.8737,SIP
390,INV0013,116230,2021-01-03,500,42.4047,11.7911,SIP
391,INV0013,116230,2021-02-02,500,93.5561,5.3444,SIP
