amfi_code,nav_date,nav
125497,2020-02-21,97.7098
125497,2020-02-24,94.7394
125497,2020-02-25,94.508
125497,2020-02-26,94.746
125497,2020-02-27,95.1205
125497,2020-02-28,94.734
125497,2020-03-02,92.7748
125497,2020-03-03,93.1771
125497,2020-03-04,95.1458
125497,2020-03-05,93.4325
125497,2020-03-06,94.4384
125497,2020-03-09,94.1039
125497,2020-03-10,94.0723
125497,2020-03-11,92.9213
125497,2020-03-12,92.5856
125497,2020-03-13,94.067
125497,2020-03-16,94.7623
125497,2020-03-17,96.7701
125497,2020-03-18,98.1761
125497,2020-03-19,98.7326
125497,2020-03-20,100.8383
125497,2020-03-23,101.4099
125497,2020-03-24,102.458
125497,2020-03-25,102.1344
125497,2020-03-26,102.2568
125497,2020-03-27,101.4419
125497,2020-03-30,102.6871
125497,2020-03-31,101.2762
125497,2020-04-01,102.2675
125497,2020-04-02,102.0745
125497,2020-04-03,103.5499
125497,2020-04-06,104.5244
125497,2020-04-07,106.8498
125497,2020-04-08,107.8296
125497,2020-04-09,105.8385
125497,2020-04-10,105.7958
125497,2020-04-13,104.3502
125497,2020-04-14,103.743
125497,2020-04-15,105.6658
125497,2020-04-16,106.5165
125497,2020-04-17,105.6657
125497,2020-04-20,104.4226
125497,2020-04-21,104.5055
125497,2020-04-22,103.0216
125497,2020-04-23,102.2331
125497,2020-04-24,102.6568
125497,2020-04-27,104.1211
125497,2020-04-28,104.9233
125497,2020-04-29,102.0804
125497,2020-04-30,102.494
125497,2020-05-01,102.6236
125497,2020-05-04,103.1744
125497,2020-05-05,105.2167
125497,2020-05-06,102.6537
125497,2020-05-07,101.9666
125497,2020-05-08,102.7305
125497,2020-05-11,100.8218
125497,2020-05-12,102.6478
125497,2020-05-13,103.1426
125497,2020-05-14,104.2317
125497,2020-05-15,103.5593
125497,2020-05-18,104.612
125497,2020-05-19,105.9951
125497,2020-05-20,106.3337
125497,2020-05-21,106.6754
125497,2020-05-22,107.0641
125497,2020-05-25,105.9977
125497,2020-05-26,105.8525
125497,2020-05-27,105.7011
125497,2020-05-28,106.2296
125497,2020-05-29,107.5467
125497,2020-06-01,106.2236
125497,2020-06-02,106.1067
125497,2020-06-03,108.0355
125497,2020-06-04,107.1147
125497,2020-06-05,106.1006
125497,2020-06-08,106.4006
125497,2020-06-09,107.5213
125497,2020-06-10,107.5791
125497,2020-06-11,109.3377
125497,2020-06-12,110.5056
125497,2020-06-15,111.6661
125497,2020-06-16,112.4533
125497,2020-06-17,115.6393
125497,2020-06-18,115.4009
125497,2020-06-19,112.6725
125497,2020-06-22,114.8867
125497,2020-06-23,114.3016
125497,2020-06-24,114.4953
125497,2020-06-25,116.3404
125497,2020-06-26,114.15
125497,2020-06-29,112.4812
125497,2020-06-30,110.3648
125497,2020-07-01,109.3572
125497,2020-07-02,109.9779
125497,2020-07-03,110.7137
125497,2020-07-06,111.125
125497,2020-07-07,109.2855
125497,2020-07-08,106.2997
125497,2020-07-09,106.4116
125497,2020-07-10,105.8517
125497,2020-07-13,106.4776
125497,2020-07-14,107.4171
125497,2020-07-15,107.6382
125497,2020-07-16,108.6631
125497,2020-07-17,109.0054
125497,2020-07-20,109.7424
125497,2020-07-21,108.8583
125497,2020-07-22,108.6672
125497,2020-07-23,108.9673
125497,2020-07-24,110.0838
125497,2020-07-27,109.6077
125497,2020-07-28,110.337
125497,2020-07-29,110.0292
125497,2020-07-30,109.918
125497,2020-07-31,111.0561
125497,2020-08-03,108.4445
125497,2020-08-04,106.8007
125497,2020-08-05,104.9438
125497,2020-08-06,102.047
125497,2020-08-07,101.2573
125497,2020-08-10,102.2084
125497,2020-08-11,101.8999
125497,2020-08-12,102.1825
125497,2020-08-13,103.5589
125497,2020-08-14,105.2503
125497,2020-08-17,105.2051
125497,2020-08-18,106.956
125497,2020-08-19,107.117
125497,2020-08-20,106.0835
125497,2020-08-21,105.3692
125497,2020-08-24,103.5393
125497,2020-08-25,102.4773
125497,2020-08-26,102.078
125497,2020-08-27,103.1032
125497,2020-08-28,105.2734
125497,2020-08-31,103.5695
125497,2020-09-01,104.0991
125497,2020-09-02,102.8409
125497,2020-09-03,103.4679
125497,2020-09-04,103.3465
125497,2020-09-07,101.1172
125497,2020-09-08,102.2841
125497,2020-09-09,101.5824
125497,2020-09-10,100.9722
125497,2020-09-11,99.7164
125497,2020-09-14,98.9734
125497,2020-09-15,99.5212
125497,2020-09-16,99.335
125497,2020-09-17,99.7665
125497,2020-09-18,100.2397
125497,2020-09-21,101.8684
125497,2020-09-22,101.4901
125497,2020-09-23,99.732
125497,2020-09-24,101.0492
125497,2020-09-25,100.6876
125497,2020-09-28,102.0746
125497,2020-09-29,102.585
125497,2020-09-30,102.4646
125497,2020-10-01,102.9345
125497,2020-10-02,105.3856
125497,2020-10-05,108.0543
125497,2020-10-06,108.1875
125497,2020-10-07,108.4388
125497,2020-10-08,109.8826
125497,2020-10-09,108.8115
125497,2020-10-12,109.2899
125497,2020-10-13,109.2997
125497,2020-10-14,109.7551
125497,2020-10-15,108.7014
125497,2020-10-16,106.6715
125497,2020-10-19,104.0606
125497,2020-10-20,102.7069
125497,2020-10-21,102.1827
125497,2020-10-22,101.864
125497,2020-10-23,104.2728
125497,2020-10-26,105.6984
125497,2020-10-27,104.5204
125497,2020-10-28,104.9983
125497,2020-10-29,104.5274
125497,2020-10-30,104.2125
125497,2020-11-02,104.486
125497,2020-11-03,105.3041
125497,2020-11-04,104.9175
125497,2020-11-05,106.2989
125497,2020-11-06,104.8848
125497,2020-11-09,104.9347
125497,2020-11-10,108.2477
125497,2020-11-11,108.5808
125497,2020-11-12,110.4916
125497,2020-11-13,110.6572
125497,2020-11-16,111.4727
125497,2020-11-17,111.4413
125497,2020-11-18,111.258
125497,2020-11-19,110.2618
125497,2020-11-20,110.8753
125497,2020-11-23,109.7866
125497,2020-11-24,110.7074
125497,2020-11-25,112.1935
125497,2020-11-26,112.7318
125497,2020-11-27,112.3897
125497,2020-11-30,113.0469
125497,2020-12-01,112.6734
125497,2020-12-02,113.9834
125497,2020-12-03,111.524
125497,2020-12-04,111.1195
125497,2020-12-07,108.5093
125497,2020-12-08,106.606
125497,2020-12-09,108.3934
125497,2020-12-10,109.6011
125497,2020-12-11,108.6987
125497,2020-12-14,106.7823
125497,2020-12-15,103.0263
125497,2020-12-16,102.3956
125497,2020-12-17,105.4106
125497,2020-12-18,106.0029
125497,2020-12-21,105.3335
125497,2020-12-22,105.9635
125497,2020-12-23,104.021
125497,2020-12-24,103.6915
125497,2020-12-25,103.8567
125497,2020-12-28,103.791
125497,2020-12-29,104.8174
125497,2020-12-30,105.2929
125497,2020-12-31,106.1794
125497,2021-01-01,105.3448
125497,2021-01-04,106.5219
125497,2021-01-05,108.6467
125497,2021-01-06,107.4253
125497,2021-01-07,106.324
125497,2021-01-08,108.0708
125497,2021-01-11,107.8659
125497,2021-01-12,109.7261
125497,2021-01-13,109.1873
125497,2021-01-14,111.1375
125497,2021-01-15,111.3573
125497,2021-01-18,111.7469
125497,2021-01-19,113.8898
125497,2021-01-20,113.441
125497,2021-01-21,112.2052
125497,2021-01-22,111.6461
125497,2021-01-25,112.2968
125497,2021-01-26,110.2317
125497,2021-01-27,111.1191
125497,2021-01-28,110.4451
125497,2021-01-29,112.0105
125497,2021-02-01,108.8371
125497,2021-02-02,107.8534
125497,2021-02-03,105.7138
125497,2021-02-04,104.708
125497,2021-02-05,105.0611
125497,2021-02-08,104.8771
125497,2021-02-09,104.6002
125497,2021-02-10,104.4422
125497,2021-02-11,104.7389
125497,2021-02-12,103.5132
125497,2021-02-15,104.4326
125497,2021-02-16,105.3049
125497,2021-02-17,105.8335
125497,2021-02-18,106.5827
125497,2021-02-19,107.0044
125497,2021-02-22,109.6604
125497,2021-02-23,109.5896
125497,2021-02-24,109.2296
125497,2021-02-25,108.2856
125497,2021-02-26,106.9876
125497,2021-03-01,105.4327
125497,2021-03-02,104.3503
125497,2021-03-03,104.3036
125497,2021-03-04,104.7637
125497,2021-03-05,104.8699
125497,2021-03-08,103.9485
125497,2021-03-09,105.1129
125497,2021-03-10,106.0876
125497,2021-03-11,105.9268
125497,2021-03-12,105.1393
125497,2021-03-15,105.8733
125497,2021-03-16,106.1544
125497,2021-03-17,104.3522
125497,2021-03-18,104.3088
125497,2021-03-19,104.6785
125497,2021-03-22,103.5902
125497,2021-03-23,103.8677
125497,2021-03-24,102.0959
125497,2021-03-25,103.7738
125497,2021-03-26,105.3693
125497,2021-03-29,105.0922
125497,2021-03-30,105.5926
125497,2021-03-31,102.5812
125497,2021-04-01,101.1988
125497,2021-04-02,100.8825
125497,2021-04-05,99.6249
125497,2021-04-06,100.5189
125497,2021-04-07,102.9683
125497,2021-04-08,101.5556
125497,2021-04-09,100.5756
125497,2021-04-12,100.9
125497,2021-04-13,102.8911
125497,2021-04-14,101.423
125497,2021-04-15,101.7667
125497,2021-04-16,104.0316
125497,2021-04-19,102.0112
125497,2021-04-20,100.4838
125497,2021-04-21,100.0132
125497,2021-04-22,99.4284
125497,2021-04-23,100.4377
125497,2021-04-26,100.7691
125497,2021-04-27,98.6631
125497,2021-04-28,99.3128
125497,2021-04-29,98.6642
125497,2021-04-30,100.2126
125497,2021-05-03,99.498
125497,2021-05-04,98.7777
125497,2021-05-05,99.4586
125497,2021-05-06,100.409
125497,2021-05-07,100.989
125497,2021-05-10,98.9867
125497,2021-05-11,99.6654
125497,2021-05-12,98.4683
125497,2021-05-13,98.7856
125497,2021-05-14,97.1374
125497,2021-05-17,97.6965
125497,2021-05-18,96.79
125497,2021-05-19,95.339
125497,2021-05-20,96.1937
125497,2021-05-21,96.5112
125497,2021-05-24,95.8387
125497,2021-05-25,97.546
125497,2021-05-26,97.0692
125497,2021-05-27,97.1454
125497,2021-05-28,97.4978
125497,2021-05-31,96.8118
125497,2021-06-01,97.3978
125497,2021-06-02,96.8133
125497,2021-06-03,96.3738
125497,2021-06-04,97.9882
125497,2021-06-07,96.8038
125497,2021-06-08,94.0398
125497,2021-06-09,95.8953
125497,2021-06-10,98.8673
125497,2021-06-11,98.426
125497,2021-06-14,96.1778
125497,2021-06-15,95.8579
125497,2021-06-16,95.567
125497,2021-06-17,95.3874
125497,2021-06-18,94.1511
125497,2021-06-21,94.8436
125497,2021-06-22,95.4785
125497,2021-06-23,93.8045
125497,2021-06-24,94.629
125497,2021-06-25,96.9978
125497,2021-06-28,97.2368
125497,2021-06-29,96.8821
125497,2021-06-30,96.7557
125497,2021-07-01,97.5088
125497,2021-07-02,95.5227
125497,2021-07-05,95.7494
125497,2021-07-06,95.339
125497,2021-07-07,97.4912
125497,2021-07-08,97.3264
125497,2021-07-09,99.3133
125497,2021-07-12,98.0376
125497,2021-07-13,98.7677
125497,2021-07-14,99.1858
125497,2021-07-15,98.1911
125497,2021-07-16,98.4394
125497,2021-07-19,99.9111
125497,2021-07-20,99.5629
125497,2021-07-21,97.5812
125497,2021-07-22,97.5997
125497,2021-07-23,96.5818
125497,2021-07-26,96.2237
125497,2021-07-27,96.168
125497,2021-07-28,94.2381
125497,2021-07-29,92.4487
125497,2021-07-30,93.0205
125497,2021-08-02,92.4742
125497,2021-08-03,89.6651
125497,2021-08-04,90.5455
125497,2021-08-05,90.8776
125497,2021-08-06,90.1355
125497,2021-08-09,88.7472
125497,2021-08-10,89.6728
125497,2021-08-11,90.0846
125497,2021-08-12,92.6963
125497,2021-08-13,93.2007
125497,2021-08-16,93.6716
125497,2021-08-17,93.5215
125497,2021-08-18,94.4755
125497,2021-08-19,95.222
125497,2021-08-20,96.6903
125497,2021-08-23,96.1241
125497,2021-08-24,95.6603
125497,2021-08-25,95.1486
125497,2021-08-26,96.0896
125497,2021-08-27,97.8558
125497,2021-08-30,97.3561
125497,2021-08-31,96.8988
125497,2021-09-01,97.3028
125497,2021-09-02,97.0548
125497,2021-09-03,98.2024
125497,2021-09-06,95.5881
125497,2021-09-07,94.6781
125497,2021-09-08,93.827
125497,2021-09-09,91.252
125497,2021-09-10,90.2333
125497,2021-09-13,89.2785
125497,2021-09-14,89.0987
125497,2021-09-15,90.3243
125497,2021-09-16,90.0948
125497,2021-09-17,89.0164
125497,2021-09-20,88.9912
125497,2021-09-21,90.1472
125497,2021-09-22,89.1275
125497,2021-09-23,88.1892
125497,2021-09-24,88.8156
125497,2021-09-27,88.615
125497,2021-09-28,89.339
125497,2021-09-29,89.3601
125497,2021-09-30,90.1483
125497,2021-10-01,89.0646
125497,2021-10-04,89.0873
125497,2021-10-05,88.8977
125497,2021-10-06,87.6362
125497,2021-10-07,86.027
125497,2021-10-08,86.7694
125497,2021-10-11,86.4386
125497,2021-10-12,85.4128
125497,2021-10-13,85.3484
125497,2021-10-14,86.5379
125497,2021-10-15,84.204
125497,2021-10-18,82.7254
125497,2021-10-19,81.8424
125497,2021-10-20,83.3102
125497,2021-10-21,83.626
125497,2021-10-22,84.4294
125497,2021-10-25,83.3081
125497,2021-10-26,82.2222
125497,2021-10-27,82.6969
125497,2021-10-28,82.7878
125497,2021-10-29,83.3661
125497,2021-11-01,83.2117
125497,2021-11-02,83.5227
125497,2021-11-03,83.7146
125497,2021-11-04,84.5294
125497,2021-11-05,85.3818
125497,2021-11-08,83.7563
125497,2021-11-09,81.5311
125497,2021-11-10,82.5438
125497,2021-11-11,83.7533
125497,2021-11-12,82.761
125497,2021-11-15,80.9471
125497,2021-11-16,81.0756
125497,2021-11-17,82.0137
125497,2021-11-18,83.8156
125497,2021-11-19,84.3684
125497,2021-11-22,84.0259
125497,2021-11-23,83.1589
125497,2021-11-24,83.2036
125497,2021-11-25,82.9381
125497,2021-11-26,81.961
125497,2021-11-29,84.0088
125497,2021-11-30,85.842
125497,2021-12-01,87.0466
125497,2021-12-02,86.1196
125497,2021-12-03,87.0376
125497,2021-12-06,87.7405
125497,2021-12-07,88.2415
125497,2021-12-08,89.6001
125497,2021-12-09,90.3191
125497,2021-12-10,91.1573
125497,2021-12-13,91.8904
125497,2021-12-14,92.303
125497,2021-12-15,90.3643
125497,2021-12-16,90.4911
125497,2021-12-17,89.9234
125497,2021-12-20,88.5783
125497,2021-12-21,90.4014
125497,2021-12-22,92.3132
125497,2021-12-23,93.8558
125497,2021-12-24,94.1808
125497,2021-12-27,95.7449
125497,2021-12-28,95.797
125497,2021-12-29,96.0685
125497,2021-12-30,94.8463
125497,2021-12-31,95.3361
125497,2022-01-03,95.4433
125497,2022-01-04,93.9896
125497,2022-01-05,93.9694
125497,2022-01-06,93.9171
125497,2022-01-07,95.9805
125497,2022-01-10,97.0488
125497,2022-01-11,97.101
125497,2022-01-12,97.4297
125497,2022-01-13,97.5204
125497,2022-01-14,97.3219
125497,2022-01-17,96.0967
125497,2022-01-18,95.961
125497,2022-01-19,95.1402
125497,2022-01-20,93.7508
125497,2022-01-21,94.3634
125497,2022-01-24,94.8442
125497,2022-01-25,92.8487
125497,2022-01-26,92.7491
125497,2022-01-27,93.8944
125497,2022-01-28,95.1254
125497,2022-01-31,96.3345
125497,2022-02-01,96.418
125497,2022-02-02,95.4788
125497,2022-02-03,94.2754
125497,2022-02-04,94.7029
125497,2022-02-07,95.1719
125497,2022-02-08,96.6801
125497,2022-02-09,97.995
125497,2022-02-10,97.8787
125497,2022-02-11,96.4564
125497,2022-02-14,96.1257
125497,2022-02-15,96.4147
125497,2022-02-16,96.2195
125497,2022-02-17,95.5907
125497,2022-02-18,95.919
125497,2022-02-21,95.3773
125497,2022-02-22,94.6966
125497,2022-02-23,95.0884
125497,2022-02-24,94.6678
125497,2022-02-25,94.9829
125497,2022-02-28,95.3323
125497,2022-03-01,94.067
125497,2022-03-02,93.5614
125497,2022-03-03,95.213
125497,2022-03-04,93.9234
125497,2022-03-07,91.5753
125497,2022-03-08,89.5659
125497,2022-03-09,89.6331
125497,2022-03-10,89.7022
125497,2022-03-11,89.6114
125497,2022-03-14,90.9529
125497,2022-03-15,88.0721
125497,2022-03-16,88.5258
125497,2022-03-17,90.2199
125497,2022-03-18,89.035
125497,2022-03-21,88.6649
125497,2022-03-22,87.8993
125497,2022-03-23,86.9911
125497,2022-03-24,86.6853
125497,2022-03-25,88.2049
125497,2022-03-28,90.1849
125497,2022-03-29,89.8575
125497,2022-03-30,91.9476
125497,2022-03-31,92.0236
125497,2022-04-01,93.997
125497,2022-04-04,93.9294
125497,2022-04-05,94.1147
125497,2022-04-06,94.5651
125497,2022-04-07,98.2102
125497,2022-04-08,99.2527
125497,2022-04-11,98.4501
125497,2022-04-12,99.6342
125497,2022-04-13,99.2415
125497,2022-04-14,98.6979
125497,2022-04-15,99.8135
125497,2022-04-18,99.8907
125497,2022-04-19,100.2646
125497,2022-04-20,100.3215
125497,2022-04-21,100.7668
125497,2022-04-22,101.321
125497,2022-04-25,99.0065
125497,2022-04-26,99.838
125497,2022-04-27,98.7014
125497,2022-04-28,97.0326
125497,2022-04-29,97.0034
125497,2022-05-02,97.14
125497,2022-05-03,96.3704
125497,2022-05-04,97.37
125497,2022-05-05,95.8407
125497,2022-05-06,95.411
125497,2022-05-09,94.7796
125497,2022-05-10,94.7645
125497,2022-05-11,95.1195
125497,2022-05-12,94.0071
125497,2022-05-13,94.8618
125497,2022-05-16,94.9714
125497,2022-05-17,92.8533
125497,2022-05-18,90.7081
125497,2022-05-19,90.7309
125497,2022-05-20,90.5266
125497,2022-05-23,90.4505
125497,2022-05-24,90.4563
125497,2022-05-25,90.7373
125497,2022-05-26,91.8055
125497,2022-05-27,90.6181
125497,2022-05-30,89.38
125497,2022-05-31,88.2431
125497,2022-06-01,88.5843
125497,2022-06-02,89.9431
125497,2022-06-03,89.5135
125497,2022-06-06,86.8621
125497,2022-06-07,85.1207
125497,2022-06-08,84.3039
125497,2022-06-09,83.7734
125497,2022-06-10,83.3963
125497,2022-06-13,83.4683
125497,2022-06-14,83.1894
125497,2022-06-15,84.2702
125497,2022-06-16,83.6203
125497,2022-06-17,82.7885
125497,2022-06-20,83.2973
125497,2022-06-21,81.7957
125497,2022-06-22,82.2109
125497,2022-06-23,82.3449
125497,2022-06-24,82.2322
125497,2022-06-27,83.8324
125497,2022-06-28,83.24
125497,2022-06-29,85.3313
125497,2022-06-30,85.1346
125497,2022-07-01,83.864
125497,2022-07-04,83.9679
125497,2022-07-05,82.917
125497,2022-07-06,82.2022
125497,2022-07-07,82.6267
125497,2022-07-08,83.2107
125497,2022-07-11,82.6227
125497,2022-07-12,83.6347
125497,2022-07-13,84.8299
125497,2022-07-14,86.3259
125497,2022-07-15,86.9089
125497,2022-07-18,88.3656
125497,2022-07-19,86.4065
125497,2022-07-20,86.1115
125497,2022-07-21,85.25
125497,2022-07-22,85.4061
125497,2022-07-25,84.8546
125497,2022-07-26,84.7193
125497,2022-07-27,86.6667
125497,2022-07-28,86.5248
125497,2022-07-29,86.9891
125497,2022-08-01,86.7814
125497,2022-08-02,86.895
125497,2022-08-03,86.936
125497,2022-08-04,87.4385
125497,2022-08-05,88.6962
125497,2022-08-08,90.4851
125497,2022-08-09,90.8575
125497,2022-08-10,91.5366
125497,2022-08-11,90.309
125497,2022-08-12,90.2499
125497,2022-08-15,91.3044
125497,2022-08-16,92.2897
125497,2022-08-17,92.561
125497,2022-08-18,93.5825
125497,2022-08-19,94.1711
125497,2022-08-22,95.5652
125497,2022-08-23,95.9352
125497,2022-08-24,95.5641
125497,2022-08-25,95.9875
125497,2022-08-26,92.6503
125497,2022-08-29,93.113
125497,2022-08-30,89.0737
125497,2022-08-31,87.2671
125497,2022-09-01,87.7751
125497,2022-09-02,88.3132
125497,2022-09-05,87.1166
125497,2022-09-06,86.4071
125497,2022-09-07,87.8627
125497,2022-09-08,87.3875
125497,2022-09-09,89.7745
125497,2022-09-12,89.8084
125497,2022-09-13,90.284
125497,2022-09-14,92.0719
125497,2022-09-15,92.2535
125497,2022-09-16,91.1807
125497,2022-09-19,91.0971
125497,2022-09-20,91.0947
125497,2022-09-21,89.6392
125497,2022-09-22,89.3999
125497,2022-09-23,88.6394
125497,2022-09-26,89.6581
125497,2022-09-27,89.7312
125497,2022-09-28,89.4626
125497,2022-09-29,89.3844
125497,2022-09-30,89.6595
125497,2022-10-03,90.359
125497,2022-10-04,89.3111
125497,2022-10-05,88.2305
125497,2022-10-06,89.4354
125497,2022-10-07,89.0287
125497,2022-10-10,87.5506
125497,2022-10-11,88.0519
125497,2022-10-12,88.5767
125497,2022-10-13,86.9851
125497,2022-10-14,87.2595
125497,2022-10-17,88.0646
125497,2022-10-18,88.4955
125497,2022-10-19,89.202
125497,2022-10-20,87.7345
125497,2022-10-21,88.1181
125497,2022-10-24,87.8334
125497,2022-10-25,87.3597
125497,2022-10-26,88.3072
125497,2022-10-27,89.9101
125497,2022-10-28,91.8821
125497,2022-10-31,93.3685
125497,2022-11-01,93.2829
125497,2022-11-02,93.7151
